,HDFCBANK,ICICIBANK,SBIN,AXISBANK,KOTAKBANK,INDUSINDBANK,AUBANK,FEDERALBNK,IDFCFIRSTB,BANKBARODA,PNB,CANBK,UNIONBANK,YESBANK
12-Jan-25,-0.027357798,-0.023376031,-0.026565209,-0.037459346,-0.019011873,-0.033679396,-0.018400528,-0.024747088,-0.017468792,-0.020007475,-0.022652453,-0.027659921,-0.022341672,-0.011599739
19-Jan-25,-0.029751207,-0.027935012,-0.029531071,-0.037917419,-0.021229216,-0.033646433,-0.019041339,-0.027021492,-0.020468568,-0.023026275,-0.022511188,-0.026795593,-0.023150545,-0.013252317
26-Jan-25,-0.029465865,-0.032268163,-0.034061322,-0.042708206,-0.019258466,-0.036140235,-0.022010492,-0.028781324,-0.020009704,-0.025350716,-0.023722509,-0.028699584,-0.025658672,-0.013367703
02-Feb-25,-0.030880826,-0.035063016,-0.033711148,-0.034962492,-0.020198012,-0.031154125,-0.019818726,-0.029046225,-0.023163071,-0.027761941,-0.021336537,-0.024946493,-0.025829925,-0.014699493
09-Feb-25,-0.025062588,-0.023118941,-0.021328622,-0.019031927,-0.016176796,-0.024255309,-0.012040108,-0.02199914,-0.019201004,-0.020182846,-0.016392311,-0.020097928,-0.021876517,-0.010763912
16-Feb-25,-0.028450385,-0.023606086,-0.027082177,-0.040093575,-0.020419186,-0.034790401,-0.019281421,-0.025579534,-0.017968449,-0.020362585,-0.023677845,-0.028614044,-0.022027278,-0.011957318
23-Feb-25,-0.029382881,-0.027136573,-0.028004764,-0.034634341,-0.02004073,-0.030693935,-0.018477255,-0.026081926,-0.02019414,-0.023203185,-0.022159518,-0.026153386,-0.023091185,-0.013052539
02-Mar-25,-0.026919831,-0.019666226,-0.022792493,-0.033906785,-0.019463894,-0.03166695,-0.016423717,-0.023133833,-0.017063741,-0.018052679,-0.021911589,-0.026624186,-0.02060099,-0.01099986
09-Mar-25,-0.031810053,-0.033807478,-0.03297523,-0.035442316,-0.019017984,-0.027473296,-0.021688056,-0.028110242,-0.02216316,-0.028793078,-0.023714037,-0.026921346,-0.026118885,-0.015307808
16-Mar-25,-0.029046494,-0.024781527,-0.025935267,-0.032002417,-0.019530916,-0.028324416,-0.017557602,-0.024535474,-0.019509445,-0.022222058,-0.022000212,-0.025740585,-0.022469142,-0.013007138
23-Mar-25,-0.03088032,-0.036671909,-0.033137796,-0.027420746,-0.015942129,-0.022060796,-0.02034259,-0.027383514,-0.022971939,-0.03107341,-0.021380532,-0.023979833,-0.027782379,-0.015540837
30-Mar-25,-0.02494297,-0.02479209,-0.023360844,-0.020853361,-0.01383674,-0.023200151,-0.014319873,-0.02207152,-0.01817783,-0.021867517,-0.01790105,-0.02180304,-0.023621069,-0.011084345
06-Apr-25,-0.014712523,-0.015273434,-0.015690192,-0.014898273,-0.005074206,-0.025932138,-0.009880588,-0.016618663,-0.010161435,-0.01314155,-0.013798542,-0.020629135,-0.022370271,-0.004152488
13-Apr-25,-0.028244833,-0.033619299,-0.03244563,-0.037846082,-0.021212895,-0.03890383,-0.017999469,-0.030242837,-0.022501833,-0.024287868,-0.019252373,-0.024323176,-0.02422212,-0.011753424
20-Apr-25,-0.033066984,-0.042388947,-0.037806807,-0.034507226,-0.019058262,-0.027759935,-0.022681632,-0.031823898,-0.025734695,-0.033873661,-0.02225367,-0.025078388,-0.028559187,-0.016110796
27-Apr-25,-0.031307868,-0.034427879,-0.033077449,-0.03800327,-0.022008928,-0.034002838,-0.020093768,-0.030228544,-0.023543235,-0.027109614,-0.021843459,-0.025722171,-0.024699351,-0.013980108
04-May-25,-0.033322196,-0.037952367,-0.036323762,-0.04202948,-0.024123287,-0.036225483,-0.021741051,-0.032558006,-0.025391307,-0.029217705,-0.022799717,-0.026493945,-0.025394675,-0.015174636
11-May-25,-0.030249237,-0.034022529,-0.033977209,-0.044639019,-0.025118466,-0.043757884,-0.019281533,-0.03232229,-0.023681499,-0.024061256,-0.02082408,-0.026039065,-0.023241207,-0.01233115
18-May-25,-0.0275451,-0.041905349,-0.036472617,-0.030027257,-0.012726848,-0.028301456,-0.021128482,-0.030240723,-0.022506171,-0.032079294,-0.019338882,-0.023652162,-0.029884569,-0.012711303
25-May-25,-0.027903739,-0.029347515,-0.028190056,-0.033822054,-0.020067852,-0.03413718,-0.017154056,-0.027876493,-0.021199988,-0.023116147,-0.019751854,-0.024356971,-0.022969082,-0.011289018
01-Jun-25,-0.028522977,-0.029032418,-0.027696761,-0.033192725,-0.019865277,-0.032104108,-0.017640763,-0.027568059,-0.021212346,-0.023768118,-0.020484144,-0.02475026,-0.022977917,-0.011663219
08-Jun-25,-0.022121869,-0.021860458,-0.014658189,-0.004829959,-0.015164767,-0.020378363,-0.005625027,-0.021187825,-0.021019466,-0.018772501,-0.010071429,-0.013346179,-0.019668573,-0.007692534
15-Jun-25,-0.033822175,-0.02872122,-0.028042914,-0.040482619,-0.026233482,-0.03325574,-0.020227381,-0.030001703,-0.023883006,-0.025305384,-0.024437163,-0.027658548,-0.020998883,-0.013798806
22-Jun-25,-0.029534977,-0.029148641,-0.023623492,-0.022100445,-0.019843914,-0.0236829,-0.014829529,-0.026745546,-0.023747247,-0.02574201,-0.018236301,-0.020847594,-0.022016728,-0.011962495
29-Jun-25,-0.0380192,-0.037124107,-0.034927565,-0.043600137,-0.024889202,-0.027955412,-0.026037061,-0.032567186,-0.026070562,-0.033362498,-0.028335942,-0.030336735,-0.025186324,-0.017410086
06-Jul-25,-0.0249678,-0.021769199,-0.019140944,-0.021070735,-0.015189984,-0.023659951,-0.013823138,-0.022617234,-0.018238492,-0.020662037,-0.01830148,-0.022278943,-0.021182646,-0.009150838
13-Jul-25,-0.029165875,-0.02307008,-0.022376126,-0.030739842,-0.01929695,-0.02623467,-0.017815658,-0.024890815,-0.019502397,-0.022566287,-0.022719762,-0.026290499,-0.021087539,-0.011459984
20-Jul-25,-0.028226386,-0.022844071,-0.021340329,-0.026925194,-0.017891176,-0.024129435,-0.016689155,-0.024011073,-0.01929518,-0.022488552,-0.021516397,-0.024966562,-0.021268543,-0.011103881
27-Jul-25,-0.028821522,-0.021360475,-0.018833744,-0.022614628,-0.019855327,-0.022388754,-0.014209519,-0.023468406,-0.020719352,-0.021646946,-0.019936013,-0.022693757,-0.019698458,-0.011305928
03-Aug-25,-0.03030219,-0.024075509,-0.023390468,-0.032460021,-0.020510718,-0.026813046,-0.018519852,-0.025730831,-0.020311992,-0.023359943,-0.023370692,-0.026749997,-0.02113708,-0.012104791
10-Aug-25,-0.02983143,-0.023620014,-0.022232853,-0.029282851,-0.020417139,-0.025692666,-0.017043721,-0.025188685,-0.020646108,-0.022911978,-0.022055195,-0.025244978,-0.020765715,-0.011891131
17-Aug-25,-0.030802352,-0.028897683,-0.025504787,-0.027998839,-0.019718571,-0.024158184,-0.018022633,-0.026839273,-0.022533688,-0.026493998,-0.021582627,-0.024327376,-0.022771746,-0.012965524
24-Aug-25,-0.033420654,-0.023710694,-0.018637268,-0.019271337,-0.026486003,-0.020423977,-0.012117238,-0.02551307,-0.026283293,-0.02376789,-0.01869175,-0.019518242,-0.017883131,-0.013931757
31-Aug-25,-0.030337168,-0.021909318,-0.021509779,-0.032303166,-0.021453901,-0.026982948,-0.017820819,-0.025286972,-0.020129292,-0.022094633,-0.023416056,-0.026759114,-0.01992173,-0.011704222
07-Sep-25,-0.025317519,-0.028526035,-0.025178812,-0.024849131,-0.010173598,-0.021303166,-0.01932495,-0.02424656,-0.017370128,-0.026345064,-0.021254922,-0.025484608,-0.025796885,-0.010099837
14-Sep-25,-0.03103578,-0.026384799,-0.02243217,-0.022903059,-0.019298366,-0.019254232,-0.016696278,-0.024979048,-0.022432738,-0.026144927,-0.021287719,-0.02326761,-0.021912587,-0.013240728
21-Sep-25,-0.026830789,-0.022115637,-0.017686145,-0.015510511,-0.015710521,-0.017460227,-0.013096368,-0.02196946,-0.019963992,-0.022636313,-0.018141051,-0.020744472,-0.020976013,-0.010571122
28-Sep-25,-0.027866945,-0.018415472,-0.01881941,-0.029912362,-0.019345275,-0.026654032,-0.016338144,-0.0232044,-0.017903128,-0.019445555,-0.022450672,-0.026352478,-0.019294677,-0.010188817
05-Oct-25,-0.027848713,-0.023792671,-0.019604276,-0.018733638,-0.016184845,-0.018446498,-0.014802469,-0.023080201,-0.020332962,-0.023932326,-0.019442493,-0.022063804,-0.021625357,-0.011160517
12-Oct-25,-0.029010671,-0.024879381,-0.019745716,-0.017515947,-0.017575639,-0.017565007,-0.014375253,-0.023706318,-0.02185279,-0.024868669,-0.019064728,-0.021157833,-0.021393271,-0.011841825
19-Oct-25,-0.030070416,-0.029677502,-0.025296844,-0.025895675,-0.017645597,-0.02210464,-0.018281068,-0.026585752,-0.022123297,-0.027453045,-0.021352343,-0.024100512,-0.023536931,-0.01251236
26-Oct-25,-0.031538049,-0.026557107,-0.023827002,-0.029062034,-0.021057266,-0.024006979,-0.01806001,-0.026461815,-0.022346095,-0.025554333,-0.022558021,-0.025130837,-0.021532146,-0.01298421
02-Nov-25,-0.027430844,-0.023910907,-0.020937093,-0.024165563,-0.017359016,-0.023928944,-0.015523086,-0.024350028,-0.019917192,-0.022734567,-0.019876531,-0.023354686,-0.021340728,-0.010428835
09-Nov-25,-0.028292493,-0.024443776,-0.022663257,-0.029435968,-0.018317121,-0.026566808,-0.017430414,-0.025382533,-0.019703226,-0.023020519,-0.021660549,-0.025446873,-0.02155234,-0.010768111
16-Nov-25,-0.028934222,-0.027461301,-0.021949889,-0.01994477,-0.01803558,-0.020703315,-0.014898983,-0.025360476,-0.02257031,-0.025570108,-0.018668669,-0.021163892,-0.022036659,-0.011642315
23-Nov-25,-0.031582381,-0.029029904,-0.025058173,-0.029271635,-0.022242529,-0.026515647,-0.017402517,-0.028148481,-0.023891229,-0.02612518,-0.02116371,-0.023868506,-0.0215974,-0.012700936
30-Nov-25,-0.02671335,-0.025249469,-0.02096279,-0.021504611,-0.015304435,-0.021777293,-0.01558701,-0.024257084,-0.019821216,-0.023953835,-0.019301649,-0.022727111,-0.022239628,-0.010042032
07-Dec-25,-0.027107387,-0.023145837,-0.019994641,-0.022901178,-0.015316297,-0.020932846,-0.016371812,-0.023437572,-0.018847382,-0.023356881,-0.020795742,-0.024165963,-0.021782131,-0.010218791
14-Dec-25,-0.028450013,-0.017661746,-0.013181891,-0.01457563,-0.020749849,-0.018234816,-0.010496676,-0.021822152,-0.021553002,-0.019962282,-0.017637235,-0.019596015,-0.017221466,-0.010403027
21-Dec-25,-0.027373747,-0.020463346,-0.016661049,-0.019272776,-0.016582731,-0.018864408,-0.014415412,-0.022483084,-0.019370828,-0.022136493,-0.019953641,-0.022796376,-0.020032333,-0.00996471
28-Dec-25,-0.027800006,-0.023964561,-0.020681971,-0.02393698,-0.014536586,-0.019390338,-0.017982724,-0.023673162,-0.018675845,-0.024818484,-0.022196867,-0.025398087,-0.022472691,-0.010622983
04-Jan-26,-0.027378113,-0.020627649,-0.014040827,-0.010049667,-0.017373591,-0.014719725,-0.010576078,-0.021733756,-0.021634596,-0.022272536,-0.01647774,-0.018294485,-0.019089666,-0.010154064
11-Jan-26,-0.030391655,-0.020798461,-0.020728483,-0.03456948,-0.02100928,-0.027086831,-0.019142941,-0.025394669,-0.019232397,-0.022066469,-0.024935135,-0.028497432,-0.019634029,-0.011105127
18-Jan-26,-0.031644359,-0.025456041,-0.021980287,-0.027854665,-0.021737796,-0.02349201,-0.017351832,-0.02650382,-0.022710843,-0.02514797,-0.022267261,-0.024684433,-0.02052157,-0.012427269
25-Jan-26,-0.030223801,-0.025992878,-0.026541946,-0.04220531,-0.021078417,-0.033919622,-0.021685264,-0.028442965,-0.019581953,-0.023593253,-0.025496095,-0.03013464,-0.021725507,-0.011102991
01-Feb-26,-0.031083815,-0.029419499,-0.024279952,-0.026242874,-0.021639367,-0.025197675,-0.01640904,-0.027997142,-0.024292321,-0.026371716,-0.019996951,-0.022551008,-0.02159622,-0.01233961
08-Feb-26,-0.028002954,-0.025012281,-0.017850756,-0.013969395,-0.018573772,-0.018921116,-0.011696119,-0.02441263,-0.023171203,-0.023919109,-0.016255203,-0.018432343,-0.020181153,-0.010443763
15-Feb-26,-0.02651765,-0.026133925,-0.023115277,-0.02950605,-0.015749916,-0.027585122,-0.018072229,-0.026193506,-0.018942362,-0.023730724,-0.02112325,-0.025617451,-0.022512408,-0.009116524
22-Feb-26,-0.031681526,-0.029090926,-0.023983672,-0.028634389,-0.023373148,-0.027370267,-0.016597182,-0.028977867,-0.024820597,-0.025975042,-0.020401012,-0.0230717,-0.020714496,-0.012026196
01-Mar-26,-0.027901997,-0.027255684,-0.025788448,-0.036813124,-0.01699565,-0.030896506,-0.020944813,-0.027715438,-0.018760656,-0.024509979,-0.023742024,-0.02859105,-0.022998532,-0.009760733
08-Mar-26,-0.032940505,-0.032322875,-0.032272345,-0.051694533,-0.027601637,-0.044527471,-0.022727207,-0.034257487,-0.023867884,-0.025107518,-0.025141542,-0.030212211,-0.021518749,-0.011860458
15-Mar-26,-0.031024816,-0.03150247,-0.034742149,-0.062263151,-0.027215275,-0.053647397,-0.025088674,-0.035404383,-0.021083146,-0.022582343,-0.02687975,-0.033919934,-0.021814076,-0.010147471
22-Mar-26,-0.039383658,-0.044134724,-0.041677668,-0.058673999,-0.03398803,-0.048051537,-0.026135097,-0.04091824,-0.030851326,-0.03247179,-0.026399079,-0.030186245,-0.023812699,-0.016168288
29-Mar-26,-0.038169626,-0.039346321,-0.034226265,-0.048387469,-0.040289515,-0.050900227,-0.016817083,-0.040408816,-0.034407082,-0.026702943,-0.01909133,-0.022363798,-0.018288192,-0.014162772
